#itr,#feature,lrate,regSocial,regBias,regPostv,regNegtv,regUser,regItem,RMSE
2,10,0.08,5,0.01,0.001,0.003,0.0015,0.0015,1.29938597751783
3,10,0.08,5,0.01,0.001,0.003,0.0015,0.0015,1.30835979054786
4,10,0.08,5,0.01,0.001,0.003,0.0015,0.0015,1.32096911250005
5,10,0.08,5,0.01,0.001,0.003,0.0015,0.0015,1.33629409991417
6,10,0.08,5,0.01,0.001,0.003,0.0015,0.0015,1.35096823569948
7,10,0.08,5,0.01,0.001,0.003,0.0015,0.0015,1.3694255673363
8,10,0.08,5,0.01,0.001,0.003,0.0015,0.0015,1.38486972219051
9,10,0.08,5,0.01,0.001,0.003,0.0015,0.0015,1.39853348439617
10,10,0.08,5,0.01,0.001,0.003,0.0015,0.0015,1.41120151032504
11,10,0.08,5,0.01,0.001,0.003,0.0015,0.0015,1.42558207728358
12,10,0.08,5,0.01,0.001,0.003,0.0015,0.0015,1.43561883299887
13,10,0.08,5,0.01,0.001,0.003,0.0015,0.0015,1.45282213307027
14,10,0.08,5,0.01,0.001,0.003,0.0015,0.0015,1.46203535304849
15,10,0.08,5,0.01,0.001,0.003,0.0015,0.0015,1.47721150560931
1,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.47098278932759
2,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.43449953425851
3,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.40531622832162
4,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.38264404210676
5,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.3668601253255
6,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.35435444947633
7,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.34338669199773
8,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.33365354750626
9,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.32493014425963
10,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.31726983611289
11,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.31042665350619
12,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.30470742528988
13,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.29925102279017
14,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.29412965470211
15,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.28966724174307
16,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.2857071899501
17,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.28204804759627
18,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.27871774095178
1,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.46881332505447
2,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.42963377093736
3,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.4016920422105
4,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.38237586802514
5,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.3669003512127
6,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.35447034763749
7,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.3431781401451
8,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.33406424558513
9,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.32588739601233
10,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.31855871706971
11,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.31178842233162
12,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.30562074814727
13,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.29981626491664
14,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.29452189079165
15,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.28987161454097
16,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.28585858185501
17,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.28233197502022
18,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.2792908157861
19,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.27610800872008
20,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.27321351389939
21,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.27069691935836
22,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.26830383755634
23,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.26601821554078
24,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.26385177478777
25,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.26188495322321
26,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.26022490134205
27,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.2585981614794
28,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.25711928921451
29,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.25554080319358
30,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.25420590993524
31,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.2531718599843
32,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.2521752423037
33,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.25136391512937
34,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.25071210530145
35,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.24987466718566
36,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.24921694106197
37,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.24873488082871
38,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.24829065451166
39,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.24796952134107
40,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.24767170488352
41,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.24722003904455
42,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.24699978913513
43,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.24684339175161
44,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.24669161773871
45,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.24658266676054
46,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.24648590569506
47,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.24639831972754
48,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.24655781255461
49,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.24665081826014
50,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.24670578466827
1,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,2.54169225682697
2,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,2.53962469194365
1,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.46689343834659
2,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.43243234412742
3,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.4104827960409
4,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.39638492661268
5,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.3883027035253
6,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.38308598869072
1,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.46981704761665
2,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.43207873155032
3,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.40819778273975
4,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.3947042054933
5,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.3875967577446
6,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.38342028041615
7,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.37923769710617
8,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.3774438414811
9,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.37562649912701
10,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.37360737744017
11,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.37162437638758
12,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.36998605484519
13,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.36756630149311
14,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.36538591208267
15,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.36257505062674
16,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.36002460474181
17,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.35792784905672
18,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.35623988206485
19,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.35375808736782
20,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.3514792003519
21,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.34910853393065
22,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.34638054478875
23,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.34385882335748
24,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.34118610610057
25,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.33854005984726
26,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.3354896619154
27,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.33259789293122
28,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.33153277018613
29,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.33050847758832
30,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.32721042472482
31,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.32620389148365
32,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.32473737677004
33,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.32270821106467
34,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.3210587140558
35,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.32066434694087
36,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.31857051906193
37,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.31636837023285
38,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.31505030496993
39,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.312963580242
40,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.31216769663732
41,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.31165091307492
42,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.31025535406968
43,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.30940771782591
44,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.30684274436088
45,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.30597004471608
46,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.30529505302084
47,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.30440406247753
48,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.30356333897434
49,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.30207392409165
50,10,0.005,5,0.01,0.001,0.003,0.0015,0.0015,1.30143603990426
1,10,0.005,0.005,0.01,1,3,0.0015,0.0015,1.40034294283918
2,10,0.005,0.005,0.01,1,3,0.0015,0.0015,1.31484465220199
3,10,0.005,0.005,0.01,1,3,0.0015,0.0015,1.25277987093983
4,10,0.005,0.005,0.01,1,3,0.0015,0.0015,1.20816460548169
1,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.23557903910733
2,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16659321260518
3,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16860590498774
4,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.1698715700864
5,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16763769219543
1,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.27954476434593
2,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.19967258931798
3,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.18606526695458
4,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.18179049262289
5,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.17803395854738
6,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.17497389244527
7,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.17247138686181
8,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.1705616340755
9,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16872517570711
10,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16721995092891
11,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16653597981629
12,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16568629630282
13,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16462535563603
14,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.1640401073847
15,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16400898766429
16,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16339078179817
17,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16333272530313
18,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16312991570761
19,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16283719325481
20,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16295007553401
21,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16282187800027
22,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16301652130878
23,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16286091792144
24,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16295492193212
25,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16278134102121
26,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.163376062268
27,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16359943896962
28,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16367644848985
29,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16376121330918
30,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16378519780408
31,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16383757991659
32,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16432704628079
33,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.16418102040166
34,10,0.005,0.05,0.01,1,3,0.0015,0.0015,1.1643856272903
1,10,0.05,0.005,1,1,3,0.5,0.9,1.16338878325266
2,10,0.05,0.005,1,1,3,0.5,0.9,1.10346800508772
3,10,0.05,0.005,1,1,3,0.5,0.9,1.08453347581764
4,10,0.05,0.005,1,1,3,0.5,0.9,1.08220493186815
5,10,0.05,0.005,1,1,3,0.5,0.9,1.08735166229312
6,10,0.05,0.005,1,1,3,0.5,0.9,1.09536798571016
7,10,0.05,0.005,1,1,3,0.5,0.9,1.10425026353177
8,10,0.05,0.005,1,1,3,0.5,0.9,1.11296658874346
9,10,0.05,0.005,1,1,3,0.5,0.9,1.12103058286594
1,10,0.005,0.005,1,1,3,0.5,0.9,1.40193237385192
2,10,0.005,0.005,1,1,3,0.5,0.9,1.3185153995703
3,10,0.005,0.005,1,1,3,0.5,0.9,1.26073493360962
4,10,0.005,0.005,1,1,3,0.5,0.9,1.21814102457274
5,10,0.005,0.005,1,1,3,0.5,0.9,1.18550852112917
6,10,0.005,0.005,1,1,3,0.5,0.9,1.1602304091387
7,10,0.005,0.005,1,1,3,0.5,0.9,1.14080881312998
8,10,0.005,0.005,1,1,3,0.5,0.9,1.12605616017438
9,10,0.005,0.005,1,1,3,0.5,0.9,1.11486887895882
10,10,0.005,0.005,1,1,3,0.5,0.9,1.10655563738331
11,10,0.005,0.005,1,1,3,0.5,0.9,1.10028167768298
12,10,0.005,0.005,1,1,3,0.5,0.9,1.09552875642751
13,10,0.005,0.005,1,1,3,0.5,0.9,1.0918641708216
14,10,0.005,0.005,1,1,3,0.5,0.9,1.08914686827001
15,10,0.005,0.005,1,1,3,0.5,0.9,1.08697631401066
16,10,0.005,0.005,1,1,3,0.5,0.9,1.0852910865378
17,10,0.005,0.005,1,1,3,0.5,0.9,1.08392189372443
18,10,0.005,0.005,1,1,3,0.5,0.9,1.08285540902261
19,10,0.005,0.005,1,1,3,0.5,0.9,1.08197064815803
20,10,0.005,0.005,1,1,3,0.5,0.9,1.08120415525057
21,10,0.005,0.005,1,1,3,0.5,0.9,1.08054785954767
22,10,0.005,0.005,1,1,3,0.5,0.9,1.07998437509793
23,10,0.005,0.005,1,1,3,0.5,0.9,1.07954039125491
24,10,0.005,0.005,1,1,3,0.5,0.9,1.07908526385058
1,10,0.005,0.005,1,1,3,0.5,0.9,1.40207132391226
2,10,0.005,0.005,1,1,3,0.5,0.9,1.31490697863607
3,10,0.005,0.005,1,1,3,0.5,0.9,1.2590347400054
1,10,0.005,0.005,1,1,3,0.5,0.9,1.39647131596326
2,10,0.005,0.005,1,1,3,0.5,0.9,1.31183222801025
3,10,0.005,0.005,1,1,3,0.5,0.9,1.24809362941189
4,10,0.005,0.005,1,1,3,0.5,0.9,1.20179911716206
5,10,0.005,0.005,1,1,3,0.5,0.9,1.16722912111777
6,10,0.005,0.005,1,1,3,0.5,0.9,1.14162523047916
7,10,0.005,0.005,1,1,3,0.5,0.9,1.12276509180545
8,10,0.005,0.005,1,1,3,0.5,0.9,1.10899815858575
9,10,0.005,0.005,1,1,3,0.5,0.9,1.09912753132134
10,10,0.005,0.005,1,1,3,0.5,0.9,1.09202146154812
11,10,0.005,0.005,1,1,3,0.5,0.9,1.08708762233884
12,10,0.005,0.005,1,1,3,0.5,0.9,1.0836040086946
13,10,0.005,0.005,1,1,3,0.5,0.9,1.08113887223489
14,10,0.005,0.005,1,1,3,0.5,0.9,1.07939285600193
15,10,0.005,0.005,1,1,3,0.5,0.9,1.078216537779
16,10,0.005,0.005,1,1,3,0.5,0.9,1.0773540812121
17,10,0.005,0.005,1,1,3,0.5,0.9,1.07688895467879
18,10,0.005,0.005,1,1,3,0.5,0.9,1.07658602419782
19,10,0.005,0.005,1,1,3,0.5,0.9,1.07636350745794
20,10,0.005,0.005,1,1,3,0.5,0.9,1.07621263784377
21,10,0.005,0.005,1,1,3,0.5,0.9,1.07604269044791
22,10,0.005,0.005,1,1,3,0.5,0.9,1.07595299299458
23,10,0.005,0.005,1,1,3,0.5,0.9,1.07592312928179
24,10,0.005,0.005,1,1,3,0.5,0.9,1.07589543224339
25,10,0.005,0.005,1,1,3,0.5,0.9,1.07586009889961
26,10,0.005,0.005,1,1,3,0.5,0.9,1.07576835521241
27,10,0.005,0.005,1,1,3,0.5,0.9,1.07575239801479
28,10,0.005,0.005,1,1,3,0.5,0.9,1.07573085535706
29,10,0.005,0.005,1,1,3,0.5,0.9,1.07574427800555
1,10,0.05,0.005,1,1,3,0.5,0.9,1.16251789552705
2,10,0.05,0.005,1,1,3,0.5,0.9,1.10126466880834
3,10,0.05,0.005,1,1,3,0.5,0.9,1.08252422056964
4,10,0.05,0.005,1,1,3,0.5,0.9,1.08068613001773
5,10,0.05,0.005,1,1,3,0.5,0.9,1.0856591019508
6,10,0.05,0.005,1,1,3,0.5,0.9,1.09321406814441
7,10,0.05,0.005,1,1,3,0.5,0.9,1.10165792601169
8,10,0.05,0.005,1,1,3,0.5,0.9,1.11008559759881
9,10,0.05,0.005,1,1,3,0.5,0.9,1.11791291172095
10,10,0.05,0.005,1,1,3,0.5,0.9,1.12506079529679
11,10,0.05,0.005,1,1,3,0.5,0.9,1.13121889415447
12,10,0.05,0.005,1,1,3,0.5,0.9,1.1368317908568
1,10,0.009,0.005,1,1,3,0.5,0.9,1.33716619154601
2,10,0.009,0.005,1,1,3,0.5,0.9,1.2447597760498
3,10,0.009,0.005,1,1,3,0.5,0.9,1.18767431226726
4,10,0.009,0.005,1,1,3,0.5,0.9,1.14864567027154
5,10,0.009,0.005,1,1,3,0.5,0.9,1.12124458369034
6,10,0.009,0.005,1,1,3,0.5,0.9,1.10250628624206
7,10,0.009,0.005,1,1,3,0.5,0.9,1.08980555232116
8,10,0.009,0.005,1,1,3,0.5,0.9,1.08134554921322
9,10,0.009,0.005,1,1,3,0.5,0.9,1.0756725722758
10,10,0.009,0.005,1,1,3,0.5,0.9,1.07196035664168
11,10,0.009,0.005,1,1,3,0.5,0.9,1.06963007479522
12,10,0.009,0.005,1,1,3,0.5,0.9,1.06820674694722
13,10,0.009,0.005,1,1,3,0.5,0.9,1.06734342470042
14,10,0.009,0.005,1,1,3,0.5,0.9,1.06697497715153
15,10,0.009,0.005,1,1,3,0.5,0.9,1.06689973512136
16,10,0.009,0.005,1,1,3,0.5,0.9,1.06712484052567
17,10,0.009,0.005,1,1,3,0.5,0.9,1.06751223661376
18,10,0.009,0.005,1,1,3,0.5,0.9,1.06805801807371
1,10,0.009,0.005,1,1,3,0.2,0.9,1.33641017827812
2,10,0.009,0.005,1,1,3,0.2,0.9,1.2447386094342
3,10,0.009,0.005,1,1,3,0.2,0.9,1.18878395539262
4,10,0.009,0.005,1,1,3,0.2,0.9,1.15004411003251
5,10,0.009,0.005,1,1,3,0.2,0.9,1.1227421556936
6,10,0.009,0.005,1,1,3,0.2,0.9,1.10395157647561
7,10,0.009,0.005,1,1,3,0.2,0.9,1.09103783023946
8,10,0.009,0.005,1,1,3,0.2,0.9,1.08234077810307
9,10,0.009,0.005,1,1,3,0.2,0.9,1.07650175344059
10,10,0.009,0.005,1,1,3,0.2,0.9,1.07263423072777
11,10,0.009,0.005,1,1,3,0.2,0.9,1.07011638109802
12,10,0.009,0.005,1,1,3,0.2,0.9,1.06860174539438
13,10,0.009,0.005,1,1,3,0.2,0.9,1.06775267612491
14,10,0.009,0.005,1,1,3,0.2,0.9,1.06735062079988
15,10,0.009,0.005,1,1,3,0.2,0.9,1.06726249681119
16,10,0.009,0.005,1,1,3,0.2,0.9,1.06747477011421
17,10,0.009,0.005,1,1,3,0.2,0.9,1.06784920025449
18,10,0.009,0.005,1,1,3,0.2,0.9,1.0684066704615
19,10,0.009,0.005,1,1,3,0.2,0.9,1.0689847114768
20,10,0.009,0.005,1,1,3,0.2,0.9,1.06970590004343
21,10,0.009,0.005,1,1,3,0.2,0.9,1.07036558606253
22,10,0.009,0.005,1,1,3,0.2,0.9,1.07112286885053
1,10,0.009,0.005,1,1,3,0.2,1.2,1.3355645262228
2,10,0.009,0.005,1,1,3,0.2,1.2,1.24122439082315
3,10,0.009,0.005,1,1,3,0.2,1.2,1.18526480137829
4,10,0.009,0.005,1,1,3,0.2,1.2,1.14740595169602
5,10,0.009,0.005,1,1,3,0.2,1.2,1.12067572011175
6,10,0.009,0.005,1,1,3,0.2,1.2,1.10186749389502
7,10,0.009,0.005,1,1,3,0.2,1.2,1.08900933752439
8,10,0.009,0.005,1,1,3,0.2,1.2,1.08030522899691
9,10,0.009,0.005,1,1,3,0.2,1.2,1.07462875136527
10,10,0.009,0.005,1,1,3,0.2,1.2,1.07099767422616
11,10,0.009,0.005,1,1,3,0.2,1.2,1.0686909448275
12,10,0.009,0.005,1,1,3,0.2,1.2,1.06726380952206
13,10,0.009,0.005,1,1,3,0.2,1.2,1.06656002051088
14,10,0.009,0.005,1,1,3,0.2,1.2,1.06627251083157
15,10,0.009,0.005,1,1,3,0.2,1.2,1.06623789304799
16,10,0.009,0.005,1,1,3,0.2,1.2,1.06648213648377
17,10,0.009,0.005,1,1,3,0.2,1.2,1.0668054578403
18,10,0.009,0.005,1,1,3,0.2,1.2,1.06721446416003
19,10,0.009,0.005,1,1,3,0.2,1.2,1.06775021060223
20,10,0.009,0.005,1,1,3,0.2,1.2,1.06835427628427
21,10,0.009,0.005,1,1,3,0.2,1.2,1.06896979928055
22,10,0.009,0.005,1,1,3,0.2,1.2,1.0696832098059
23,10,0.009,0.005,1,1,3,0.2,1.2,1.07042978266404
1,10,0.009,0.005,1,1,3,0.002,0.002,1.34654345316163
2,10,0.009,0.005,1,1,3,0.002,0.002,1.25328626282229
3,10,0.009,0.005,1,1,3,0.002,0.002,1.19569324240394
4,10,0.009,0.005,1,1,3,0.002,0.002,1.15657418364679
5,10,0.009,0.005,1,1,3,0.002,0.002,1.12907884803738
6,10,0.009,0.005,1,1,3,0.002,0.002,1.10967247715321
